Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Chad,TCD,Regulatory Quality: Standard Error,RQ.STD.ERR,0.3586605,0.2964702,0.2762754,0.2486333,0.2013066,0.1988143,0.170707,0.1821729,0.1813902,0.1756393,0.1701465,0.1679771,0.1652285,0.1845012,0.1799656,0.1857439,0.1795399,0.1851882,0.1827698,0.1810326,0.1826051,0.2030545
Chad,TCD,Rule of Law: Estimate,RL.EST,-1.256111,-1.192854,-1.091776,-1.048938,-1.335489,-1.40671,-1.510952,-1.548558,-1.538855,-1.616698,-1.513378,-1.503313,-1.474162,-1.465991,-1.382527,-1.138757,-1.183333,-1.378202,-1.291439,-1.301453,-1.283379,-1.305166
Chad,TCD,Rule of Law: Number of Sources,RL.NO.SRC,4,6,6,7,8,10,10,13,13,13,13,13,13,13,14,13,13,12,12,12,12,11
Chad,TCD,Rule of Law: Percentile Rank,RL.PER.RNK,11.55779,11.5,16.33663,15.84158,7.920792,7.177033,4.30622,2.870813,4.30622,2.403846,3.791469,3.317536,2.347418,2.816901,5.633803,9.615385,8.653846,7.692307,8.653846,7.211538,7.211538,7.211538
Chad,TCD,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,1.507538,3.5,2.475248,5.445545,1.980198,1.435407,0,0.4784689,1.435407,0.4807692,0.9478673,0.9478673,0.9389671,0,0.9389671,4.807693,4.326923,2.884615,5.288462,5.288462,5.288462,4.807693
Chad,TCD,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,26.63317,25.5,29.20792,29.20792,17.32673,14.83254,11.48325,8.61244,8.61244,6.25,7.582938,8.056872,9.859155,8.920188,11.73709,17.30769,16.34615,11.05769,14.42308,13.46154,14.42308,13.46154
Chad,TCD,Rule of Law: Standard Error,RL.STD.ERR,0.3203482,0.2680776,0.2399946,0.2273777,0.2122457,0.1933927,0.1937405,0.15098,0.1528683,0.146597,0.1438702,0.1413897,0.1367833,0.1417087,0.1381307,0.1462323,0.1477093,0.1647299,0.1543547,0.1491809,0.1523349,0.1496968
Chad,TCD,Voice and Accountability: Estimate,VA.EST,-0.9936299,-0.9720221,-0.9780575,-0.9405125,-1.103416,-1.230529,-1.307716,-1.418421,-1.451322,-1.445907,-1.398563,-1.360329,-1.350032,-1.342748,-1.374709,-1.331053,-1.33518,-1.362297,-1.370896,-1.468215,-1.434415,-1.419714
Chad,TCD,Voice and Accountability: Number of Sources,VA.NO.SRC,4,4,5,7,8,9,11,14,14,14,14,14,14,14,15,12,12,12,12,12,11,10
Chad,TCD,Voice and Accountability: Percentile Rank,VA.PER.RNK,17,19.9005,19.9005,21.39303,17.41294,13.94231,9.134615,8.653846,8.653846,8.653846,9.00474,10.42654,10.79812,9.859155,10.32864,10.83744,11.33005,11.82266,11.82266,8.695652,9.178744,10.62802
Chad,TCD,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,10.5,9.950249,10.44776,12.93532,9.950249,6.730769,5.769231,6.730769,6.25,5.769231,6.161138,6.635071,7.042253,6.103286,5.164319,5.91133,6.896552,5.91133,5.91133,5.31401,6.280193,4.830918
Chad,TCD,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,33.5,32.83582,30.84577,29.35323,25.37313,21.63461,18.26923,13.94231,11.05769,12.5,13.74408,13.74408,14.08451,15.49296,15.02347,16.74877,18.2266,15.76355,15.27094,13.04348,14.49275,15.45894
Chad,TCD,Voice and Accountability: Standard Error,VA.STD.ERR,0.2614571,0.2560896,0.2353826,0.178091,0.1781305,0.1843642,0.1698362,0.129747,0.1308989,0.1303658,0.1327763,0.1294063,0.1304134,0.128521,0.1213102,0.1313545,0.1305664,0.1282495,0.1292942,0.1347668,0.1265444,0.1294199
Chile,CHL,Control of Corruption: Estimate,CC.EST,1.454119,1.380602,1.586007,1.592268,1.311239,1.373608,1.470515,1.457343,1.396431,1.376727,1.380127,1.497727,1.528507,1.581779,1.541496,1.48874,1.280415,1.140084,1.106465,1.039679,1.066971,1.146561
Chile,CHL,Control of Corruption: Number of Sources,CC.NO.SRC,6,7,7,8,9,10,11,14,14,14,14,14,14,14,14,13,13,14,14,14,14,13
Chile,CHL,Control of Corruption: Percentile Rank,CC.PER.RNK,90.32258,89.69072,91.87817,91.41414,85.85859,89.7561,91.21951,91.21951,90.7767,90.7767,89.47369,90.95238,90.52132,91.46919,90.04739,90.86539,87.5,82.69231,82.21154,82.21154,82.69231,84.13461
Chile,CHL,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,81.18279,82.47423,85.7868,85.85859,81.81818,83.90244,84.39024,84.87805,84.46602,83.00971,84.21053,85.2381,88.15166,88.6256,88.15166,87.01923,82.21154,80.28846,80.76923,79.80769,79.32692,80.76923
Chile,CHL,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,93.01075,92.26804,93.40102,92.42424,91.41414,91.70731,92.68293,91.70731,91.74757,91.74757,91.38756,92.85714,93.36493,93.83886,93.36493,92.78846,90.38461,89.42308,88.46154,86.53846,88.94231,88.94231
Chile,CHL,Control of Corruption: Standard Error,CC.STD.ERR,0.2103251,0.1846321,0.1888203,0.1738006,0.1652955,0.155723,0.1524199,0.142942,0.1476721,0.1478517,0.1524033,0.1562602,0.1466,0.1363082,0.1360137,0.1320459,0.1326263,0.1334367,0.1224069,0.123457,0.1327837,0.1367083
Chile,CHL,Government Effectiveness: Estimate,GE.EST,1.337977,1.195396,1.122833,1.147711,1.224551,1.190407,1.23629,1.034509,1.275488,1.168234,1.247791,1.272297,1.247487,1.263929,1.264631,1.161197,1.085782,1.010372,0.9961624,1.07547,1.060289,0.9887357
Chile,CHL,Government Effectiveness: Number of Sources,GE.NO.SRC,6,6,6,8,8,9,9,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9
Chile,CHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.88525,85.49223,84.61539,84.69388,86.22449,84.72906,85.29412,82.43903,87.37864,84.46602,85.16747,86.60287,85.30806,86.25592,86.72986,84.13461,83.17308,79.32692,80.28846,81.73077,81.25,80.76923
Chile,CHL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,83.60656,79.27461,79.48718,78.06123,79.59184,78.81773,78.92157,75.12195,80.09708,77.18446,77.51196,78.4689,77.25118,77.72512,77.72512,75,74.51923,73.55769,74.03846,75.48077,75,72.11539
Chile,CHL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,89.07104,89.11917,87.69231,88.77551,89.28571,89.16256,89.70588,87.80488,91.26214,88.34952,91.86603,92.3445,91.94313,92.891,92.891,90.38461,87.98077,87.5,87.01923,87.98077,89.42308,87.98077
Chile,CHL,Government Effectiveness: Standard Error,GE.STD.ERR,0.1679885,0.1976163,0.1926554,0.1718094,0.1752026,0.177186,0.1709719,0.1742087,0.1937953,0.2017978,0.1942991,0.2001103,0.1988371,0.1974658,0.1958066,0.205473,0.2052579,0.1963768,0.1990457,0.1858715,0.1972397,0.2116007
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6783237,0.0352888,0.4869662,1.091703,0.7632741,0.6921353,0.8446506,0.6141229,0.4071552,0.4331903,0.6032314,0.6796045,0.4525534,0.3311021,0.3637425,0.4475169,0.4334392,0.4131105,0.4171355,0.4273602,0.0079297,0.0706187
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,5,6,6,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,8,7
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,68.61702,46.80851,66.13757,84.65608,71.8593,70.87379,74.27184,64.7343,58.9372,58.65385,66.82465,68.24644,62.08531,57.8199,59.71564,60,60,60.47619,61.90476,60.84906,47.64151,49.0566
Chile,CHL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,49.46809,29.25532,42.85714,68.25397,54.77387,53.39806,57.28156,52.17391,42.99517,44.71154,51.18483,54.02843,48.81517,42.65403,45.49763,50.47619,51.42857,48.57143,48.57143,50.4717,31.60377,36.32076
Chile,CHL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,92.02128,67.55319,80.42328,97.3545,94.47236,89.80582,93.20388,81.64251,74.87923,75,84.83412,87.20379,71.56398,69.19431,67.77251,70.95238,70,71.90476,71.90476,71.22642,58.49057,59.90566
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.3135704,0.2861308,0.2832122,0.2793393,0.2706144,0.2459985,0.2391296,0.241629,0.2418599,0.2393309,0.2385224,0.2196655,0.2257874,0.1922474,0.1981644,0.2049565,0.2117226,0.2110903,0.2271502,0.2323598
Chile,CHL,Regulatory Quality: Estimate,RQ.EST,1.54276,1.392356,1.410081,1.44762,1.459134,1.402693,1.357459,1.473752,1.505748,1.518668,1.462517,1.438484,1.459092,1.538509,1.491449,1.494421,1.345232,1.373064,1.350113,1.335477,1.223731,1.052093
Chile,CHL,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,7,7,8,8,9,9,10,10,9,9,9,10,10,10,10,10,10,10,10,10,9
Chile,CHL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,94.02174,91.19171,90.76923,89.28571,90.81633,88.66995,89.21568,92.15686,92.23301,92.71844,92.3445,91.38756,91.46919,92.41706,91.94313,91.82692,88.94231,89.90385,88.94231,87.98077,84.13461,81.73077
Chile,CHL,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,83.15218,80.31088,82.5641,82.65306,82.65306,80.29556,79.41177,84.80392,85.92233,86.40777,84.21053,83.25359,84.83412,86.72986,86.25592,85.57692,80.28846,83.17308,81.73077,81.73077,76.44231,73.07692
Chile,CHL,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,98.91304,96.89119,95.38461,97.44898,96.93877,95.56651,96.56863,98.03922,97.57281,98.05825,97.12919,97.60766,95.7346,98.10426,96.68246,95.67308,92.30769,92.30769,92.78846,92.78846,91.34615,89.42308
Chile,CHL,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2770943,0.2576428,0.2227895,0.2012513,0.174462,0.1783943,0.1573544,0.1809789,0.1836832,0.1867061,0.1783362,0.179597,0.168646,0.18164,0.181186,0.186392,0.1780823,0.1825372,0.1778813,0.1781871,0.1779783,0.1911313
Chile,CHL,Rule of Law: Estimate,RL.EST,1.113738,1.178179,1.322716,1.355726,1.289519,1.321666,1.304793,1.271957,1.28842,1.313308,1.296515,1.33556,1.365851,1.391818,1.367733,1.433073,1.343957,1.129331,1.149239,1.091852,1.074586,1.067767
Chile,CHL,Rule of Law: Number of Sources,RL.NO.SRC,9,10,10,11,12,13,13,16,16,16,16,16,16,16,16,15,15,14,14,14,14,13
Chile,CHL,Rule of Law: Percentile Rank,RL.PER.RNK,85.42714,84.5,88.11881,88.11881,87.12872,88.51675,88.99522,89.47369,88.03828,88.46154,88.15166,88.15166,88.73239,88.73239,87.79343,87.98077,87.01923,85.09615,85.09615,83.17308,82.69231,84.13461
Chile,CHL,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,71.35678,77,84.15842,83.16832,82.17822,83.25359,83.25359,82.77512,83.25359,83.65385,83.41232,83.41232,84.97652,86.38498,85.91549,86.05769,82.21154,79.80769,79.80769,77.88461,77.88461,76.44231
Chile,CHL,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,89.94975,91,92.57426,93.06931,91.08911,92.3445,91.38756,90.43062,90.90909,90.86539,90.99526,90.99526,90.61033,91.07981,91.54929,90.38461,89.90385,87.98077,88.46154,87.01923,87.01923,87.01923
Chile,CHL,Rule of Law: Standard Error,RL.STD.ERR,0.190395,0.1900061,0.1581147,0.1702422,0.1672996,0.1572696,0.1555997,0.1461945,0.1457257,0.1402261,0.136528,0.1372461,0.1308358,0.1365907,0.1369155,0.1457551,0.1416838,0.1524283,0.1474777,0.139162,0.1412812,0.1413322
Chile,CHL,Voice and Accountability: Estimate,VA.EST,0.7227606,0.6190437,0.888869,1.087187,1.05612,1.225285,1.292521,1.082345,1.104882,1.013508,1.016847,1.095609,1.073909,1.076945,1.106285,1.055915,1.004488,0.9956857,1.000417,1.024111,0.9911498,1.016067
Chile,CHL,Voice and Accountability: Number of Sources,VA.NO.SRC,8,8,9,11,11,12,12,15,15,15,16,16,16,16,16,14,14,14,14,14,13,12
Chile,CHL,Voice and Accountability: Percentile Rank,VA.PER.RNK,69.5,65.67164,74.12936,80.0995,82.08955,88.94231,89.42308,86.05769,85.09615,80.28846,79.14692,82.93839,82.6291,83.09859,84.50704,80.78818,79.31035,77.83251,79.80296,81.64251,79.71014,81.15942
Chile,CHL,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,62.5,56.71642,65.67164,72.13931,71.64179,80.28846,81.25,74.03846,73.07692,71.15385,70.14218,72.98578,74.64789,73.70892,73.70892,71.92118,71.92118,71.92118,73.39902,74.39613,71.98067,71.0145
Chile,CHL,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,80,74.62687,87.06467,92.53732,90.04975,93.26923,95.19231,91.82692,92.30769,90.38461,90.04739,92.41706,91.54929,90.14085,91.54929,89.65517,89.65517,88.66995,88.66995,88.88889,87.43961,88.88889
Chile,CHL,Voice and Accountability: Standard Error,VA.STD.ERR,0.1962962,0.2045965,0.1927209,0.1619416,0.1637832,0.1582876,0.161572,0.1352649,0.1350753,0.1297509,0.1282744,0.1272935,0.1268189,0.1217602,0.1196616,0.1272822,0.1290714,0.1254745,0.1261454,0.1283099,0.1229222,0.1267599
China,CHN,Control of Corruption: Estimate,CC.EST,-0.2711895,-0.268112,-0.2182887,-0.5182464,-0.359454,-0.5596942,-0.6087338,-0.5145814,-0.5896475,-0.5202951,-0.5149382,-0.5617908,-0.5070884,-0.4357484,-0.3582174,-0.3400132,-0.2820595,-0.2539508,-0.27085,-0.2679587,-0.2951186,-0.0658865
China,CHN,Control of Corruption: Number of Sources,CC.NO.SRC,7,8,8,8,9,11,11,12,13,13,13,14,15,15,14,12,12,13,13,13,12,11
China,CHN,Control of Corruption: Percentile Rank,CC.PER.RNK,48.3871,46.39175,49.23858,35.35353,44.94949,34.63415,33.17073,37.07317,33.49514,36.40777,36.84211,33.33333,37.91469,40.28436,44.54976,45.67308,48.55769,49.03846,46.15385,46.15385,45.19231,52.88462
China,CHN,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,32.25806,34.53608,36.04061,26.76768,32.32323,23.90244,20.97561,26.34146,19.90291,25.24272,24.88038,21.90476,23.22275,29.85782,35.07109,34.61538,37.5,36.53846,40.38462,37.98077,33.65385,45.67308
China,CHN,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,58.60215,54.63918,58.88325,47.47475,55.55556,44.87805,43.41463,45.36585,43.20388,48.05825,48.32536,44.28571,49.76303,51.18483,54.02843,53.36538,55.76923,56.73077,55.28846,55.28846,53.36538,60.57692
China,CHN,Control of Corruption: Standard Error,CC.STD.ERR,0.1886216,0.1702482,0.1614873,0.1555384,0.1505349,0.1408271,0.1376625,0.1344646,0.1422937,0.1365841,0.1342641,0.1334135,0.1374752,0.1282686,0.1272664,0.1249138,0.1239705,0.1293588,0.1199743,0.1250261,0.1349836,0.1368841
China,CHN,Government Effectiveness: Estimate,GE.EST,-0.3486539,-0.1199823,-0.108963,-0.0602706,-0.0820877,-0.0552381,-0.1199866,0.0704749,0.1827777,0.150768,0.0938044,0.0885483,0.0881574,0.0233264,0.0034887,0.3225908,0.4075751,0.3545941,0.4137717,0.4792704,0.5170006,0.6479592
China,CHN,Government Effectiveness: Number of Sources,GE.NO.SRC,5,6,6,7,7,8,8,9,10,10,10,10,10,10,10,10,10,9,10,10,9,8
China,CHN,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.1694,51.81347,53.33333,55.10204,56.63265,55.66502,51.47059,57.07317,59.2233,58.73787,57.89474,58.37321,58.76777,57.8199,54.9763,65.38461,68.26923,66.82692,68.26923,69.23077,71.63461,72.59615
China,CHN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,30.60109,38.34197,41.02564,43.87755,43.36735,46.30542,41.17647,48.29268,50.97087,49.02913,48.80383,45.93301,46.91943,44.54976,45.49763,55.76923,55.28846,54.32692,57.69231,58.17308,59.61538,62.5
China,CHN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.73771,61.65803,62.5641,63.2653,63.77551,65.51724,59.31372,64.87805,70.38835,67.47573,66.02871,66.50718,65.40285,63.03318,62.55924,72.59615,74.03846,73.55769,74.51923,75.48077,77.40385,81.25
China,CHN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1682592,0.1976163,0.1926554,0.1723198,0.1772012,0.1786329,0.174813,0.1790444,0.1939685,0.1966403,0.1911723,0.1948759,0.193245,0.1916557,0.1901725,0.1950905,0.1965595,0.1911553,0.1896144,0.196041,0.210473,0.2311739
China,CHN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0959571,-0.3913941,-0.208934,-0.3270945,-0.5636662,-0.3901919,-0.501789,-0.5397638,-0.4988205,-0.491275,-0.4493464,-0.6570607,-0.6020548,-0.5387821,-0.5437899,-0.522584,-0.5502946,-0.499395,-0.2310181,-0.3000233,-0.2566892,-0.291068
China,CHN,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,5,6,6,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,8,7
China,CHN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,44.14894,32.97872,38.62434,32.27513,28.64322,31.5534,30.09709,28.01932,28.01932,29.32692,30.80569,25.59242,27.96209,27.96209,26.54029,28.57143,26.19048,26.66667,38.57143,35.84906,37.73585,37.73585
China,CHN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,22.87234,17.55319,24.86773,21.69312,19.09548,19.90291,19.41748,17.8744,18.35749,17.30769,19.90521,14.21801,17.06161,19.43128,18.00948,18.57143,19.04762,17.14286,25.71428,23.11321,23.11321,22.16981
China,CHN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,62.23404,52.12766,58.73016,49.20635,40.201,47.57281,43.68932,41.0628,39.61353,40.38462,41.70616,36.01896,39.33649,39.81042,39.81042,36.66667,38.57143,39.04762,50.95238,48.58491,51.88679,49.5283
China,CHN,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.3135704,0.2861308,0.2832122,0.2793393,0.2706144,0.2459985,0.2391296,0.241629,0.2418599,0.2393309,0.2385224,0.2196655,0.2257874,0.1922474,0.1981644,0.2049565,0.2117226,0.2110903,0.2271502,0.2323598
China,CHN,Regulatory Quality: Estimate,RQ.EST,-0.2666527,-0.3013043,-0.3392896,-0.513172,-0.3333692,-0.3086975,-0.1500192,-0.2011652,-0.1715566,-0.1547905,-0.2238316,-0.234011,-0.2214281,-0.2408196,-0.2879804,-0.2829926,-0.2894387,-0.2644748,-0.1467606,-0.1862563,-0.2445802,-0.0808021
China,CHN,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,7,7,8,8,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,10,9
China,CHN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,45.1087,38.34197,37.4359,34.18367,43.36735,44.33498,50,48.03922,50.97087,50.97087,45.93301,44.49761,44.54976,44.07583,44.07583,43.75,44.23077,44.23077,48.55769,47.11538,42.78846,50
China,CHN,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,23.36957,22.79793,23.07692,20.40816,26.53061,27.58621,40.19608,33.33333,33.00971,36.40777,33.97129,33.97129,35.07109,32.22749,30.80569,31.25,30.28846,29.32692,35.09615,34.61538,33.17308,38.46154
China,CHN,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,61.95652,56.99482,54.8718,46.42857,53.06123,54.6798,56.37255,54.90196,56.31068,55.33981,53.58852,53.11005,53.5545,53.5545,53.08057,53.84615,53.84615,53.84615,59.13462,58.65385,57.21154,60.09615
China,CHN,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2770943,0.2576428,0.2227895,0.2012513,0.174462,0.1783943,0.1573544,0.1809789,0.1836832,0.1786198,0.1713473,0.1708091,0.1622248,0.1752203,0.1749033,0.1804529,0.1737436,0.1785568,0.1735348,0.1736058,0.1752862,0.1885497
China,CHN,Rule of Law: Estimate,RL.EST,-0.54559,-0.4570543,-0.5271608,-0.4977296,-0.5298271,-0.5293402,-0.5890847,-0.6394754,-0.5422143,-0.4197974,-0.4070508,-0.4099019,-0.46481,-0.5428619,-0.5246463,-0.414574,-0.4098733,-0.3345477,-0.2667109,-0.2028825,-0.2746037,-0.0595887
China,CHN,Rule of Law: Number of Sources,RL.NO.SRC,8,9,10,11,11,13,13,14,15,15,16,16,17,17,16,14,14,13,13,13,12,11
China,CHN,Rule of Law: Percentile Rank,RL.PER.RNK,33.66834,36.5,34.15842,37.12871,34.65347,35.88517,33.49282,31.10048,35.4067,39.90385,42.65403,40.75829,39.43662,35.68075,38.96714,38.94231,39.90385,41.34615,44.23077,48.07692,45.19231,52.88462
China,CHN,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,22.11055,25,26.23762,26.73267,24.25743,24.40191,22.96651,21.5311,24.40191,31.25,31.75356,31.27962,30.04695,26.76056,27.69953,29.80769,30.28846,31.25,32.69231,35.09615,32.21154,42.78846
China,CHN,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,43.71859,47,42.07921,48.0198,45.0495,43.0622,43.0622,43.0622,45.93301,49.03846,49.76303,49.2891,47.41784,46.00939,45.53991,49.51923,49.51923,52.40385,52.88462,55.76923,52.40385,58.17308
China,CHN,Rule of Law: Standard Error,RL.STD.ERR,0.1942361,0.1948867,0.1595141,0.1706274,0.1699856,0.1575408,0.1546064,0.1486949,0.1472538,0.1405473,0.1391044,0.1378326,0.1283862,0.1331245,0.1343314,0.145228,0.1430629,0.1575855,0.1490725,0.144362,0.1502145,0.1508515
China,CHN,Voice and Accountability: Estimate,VA.EST,-1.361545,-1.437438,-1.384081,-1.594193,-1.512429,-1.462464,-1.500785,-1.74897,-1.72125,-1.699497,-1.701171,-1.680548,-1.637609,-1.637941,-1.631409,-1.616668,-1.660777,-1.559632,-1.503779,-1.463188,-1.628118,-1.648466
China,CHN,Voice and Accountability: Number of Sources,VA.NO.SRC,7,7,8,10,10,12,12,13,15,15,15,15,16,16,15,12,12,12,12,12,11,10
China,CHN,Voice and Accountability: Percentile Rank,VA.PER.RNK,12,8.955224,9.950249,6.467662,7.462687,8.173077,7.692307,5.769231,4.807693,5.769231,4.739336,5.21327,5.633803,4.694836,4.694836,5.418719,4.926108,7.389163,7.881773,9.178744,6.763285,4.830918
China,CHN,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,3,2.487562,2.985075,1.492537,1.99005,3.365385,3.846154,2.403846,2.403846,3.365385,2.843602,2.843602,3.286385,3.286385,3.286385,3.448276,2.955665,3.940887,4.926108,5.31401,2.898551,1.449275
China,CHN,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,16.5,15.42289,17.41294,10.94527,11.9403,14.90385,11.05769,6.730769,7.692307,7.692307,7.582938,7.582938,8.450705,7.511737,8.450705,8.374384,8.866995,11.82266,12.80788,13.04348,10.14493,9.178744
China,CHN,Voice and Accountability: Standard Error,VA.STD.ERR,0.2080557,0.213555,0.2022156,0.163098,0.1660938,0.1500625,0.1531073,0.1217108,0.1165393,0.1133565,0.1152222,0.1137725,0.112105,0.1119949,0.1105247,0.1276454,0.129908,0.1256086,0.1260485,0.1288901,0.1234398,0.1277598
Colombia,COL,Control of Corruption: Estimate,CC.EST,-0.5122544,-0.4973065,-0.396754,-0.2381676,-0.1789923,-0.12893,-0.1322573,-0.122551,-0.2159635,-0.2376168,-0.309453,-0.3854887,-0.2887644,-0.3875085,-0.4050652,-0.3685734,-0.2981308,-0.3241391,-0.3722761,-0.2857142,-0.2363339,-0.181955
Colombia,COL,Control of Corruption: Number of Sources,CC.NO.SRC,6,7,7,8,9,12,13,15,16,16,16,16,17,17,16,15,15,15,15,15,15,14
Colombia,COL,Control of Corruption: Percentile Rank,CC.PER.RNK,36.55914,36.08247,40.60914,48.48485,52.52525,53.65854,53.17073,53.65854,51.45631,50.48544,46.88995,42.38095,49.2891,43.12796,42.1801,44.23077,47.59615,44.71154,43.75,45.67308,48.07692,47.59615
Colombia,COL,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,23.11828,25.25773,29.44162,34.34343,40.40404,42.43903,43.41463,41.95122,37.86408,37.86408,33.97129,30.47619,36.96682,31.75356,31.75356,33.17308,36.53846,32.69231,31.25,37.01923,36.53846,38.94231
Colombia,COL,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,50.53764,50,54.82233,59.59596,61.11111,58.04878,58.04878,59.5122,57.76699,58.73787,56.45933,54.28571,55.92417,53.08057,53.5545,52.88462,55.76923,53.84615,50.48077,53.84615,55.28846,57.69231
Colombia,COL,Control of Corruption: Standard Error,CC.STD.ERR,0.2103251,0.1846321,0.1888203,0.1738006,0.1652955,0.1536437,0.1512539,0.1423356,0.1466619,0.1443134,0.1481611,0.1509474,0.1412354,0.1329942,0.133426,0.1303909,0.1310396,0.1319441,0.1209369,0.1191831,0.1273707,0.1313213
Colombia,COL,Government Effectiveness: Estimate,GE.EST,-0.4586289,-0.2344777,-0.321533,-0.41275,-0.1526648,-0.1821401,-0.1780718,-0.1666891,-0.0468053,-0.0287408,-0.2459242,-0.0593222,0.038838,0.0228525,0.0712129,-0.1009362,-0.0363947,0.0152157,-0.07508,-0.0860052,0.0707119,0.0402886
Colombia,COL,Government Effectiveness: Number of Sources,GE.NO.SRC,6,6,6,8,8,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10
Colombia,COL,Government Effectiveness: Percentile Rank,GE.PER.RNK,36.61202,48.18653,44.61538,40.30612,52.04082,51.23153,49.5098,50.2439,52.42719,54.36893,48.80383,51.67464,56.39811,57.34597,57.34597,49.51923,51.92308,53.36538,50.96154,50,55.76923,55.28846
