year,protesterviolence,participants_category,duration_int,labor wage dispute,land farm issue,police brutality,"political behavior, process","price increases, tax policy",removal of politician,social restrictions,CC.EST,GE.EST,PV.NO.SRC,RL.EST,VA.EST,Asia,Central America,Europe,MENA,North America,Oceania,South America,NF,PF
2007,1,3,2,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,4,1,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,4,1,0,0,0,0,0,0,1,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,4,1,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,3,1,0,0,0,0,0,1,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,1,3,1,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,4,1,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,2,1,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,3,2,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,1,4,2,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,3,1,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,0,3,1,0,0,0,0,0,0,1,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,1,3,1,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2007,1,1,4,0,0,0,1,0,0,0,-0.8167263,-0.479456,7.0,-0.8870074,-0.9498742,1,0,0,0,0,0,0,1,0
2008,0,3,1,0,0,0,0,0,1,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2008,0,3,1,0,0,0,0,0,1,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2008,0,2,1,0,0,0,1,0,0,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2008,0,3,1,0,0,0,1,0,0,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2008,0,3,2,0,0,0,1,0,0,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2008,0,4,1,0,0,0,0,0,1,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2008,0,1,9,0,0,0,1,0,0,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2008,1,2,1,0,0,0,1,0,0,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2008,0,4,1,0,0,0,0,1,0,0,-0.8950734,-0.7237101,7.0,-0.968671,-0.8384035,1,0,0,0,0,0,0,1,0
2009,1,4,2,0,0,0,1,0,0,0,-1.069159,-0.8008026,7.0,-0.8310665,-0.8557529,1,0,0,0,0,0,0,0,1
2009,1,4,1,0,0,0,1,0,0,0,-1.069159,-0.8008026,7.0,-0.8310665,-0.8557529,1,0,0,0,0,0,0,0,1
2009,1,2,1,0,0,0,1,0,0,0,-1.069159,-0.8008026,7.0,-0.8310665,-0.8557529,1,0,0,0,0,0,0,0,1
2009,1,2,2,0,0,0,1,0,0,0,-1.069159,-0.8008026,7.0,-0.8310665,-0.8557529,1,0,0,0,0,0,0,0,1
2010,0,2,1,0,0,0,1,0,0,0,-1.087688,-0.7658637,7.0,-0.7387066,-0.7986631,1,0,0,0,0,0,0,0,1
2010,1,3,1,0,0,0,1,0,0,0,-1.087688,-0.7658637,7.0,-0.7387066,-0.7986631,1,0,0,0,0,0,0,0,1
2010,0,2,1,0,0,0,1,0,0,0,-1.087688,-0.7658637,7.0,-0.7387066,-0.7986631,1,0,0,0,0,0,0,0,1
2010,0,4,1,0,0,0,1,0,0,0,-1.087688,-0.7658637,7.0,-0.7387066,-0.7986631,1,0,0,0,0,0,0,0,1
2010,0,2,1,0,0,0,1,0,0,0,-1.087688,-0.7658637,7.0,-0.7387066,-0.7986631,1,0,0,0,0,0,0,0,1
2010,1,2,1,0,0,0,1,0,0,0,-1.087688,-0.7658637,7.0,-0.7387066,-0.7986631,1,0,0,0,0,0,0,0,1
2010,0,4,1,0,0,0,1,0,0,1,-1.087688,-0.7658637,7.0,-0.7387066,-0.7986631,1,0,0,0,0,0,0,0,1
2011,0,1,1,0,0,0,1,0,0,1,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,7,1,0,0,0,1,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,0,1,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,1,1,0,0,0,1,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,1,1,0,0,0,1,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,1,0,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,1,2,1,0,0,1,1,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,4,1,0,0,0,1,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,4,1,0,0,0,0,0,1,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,7,1,0,0,0,1,0,1,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2011,0,7,1,0,0,0,1,0,0,0,-1.076278,-0.817893,8.0,-0.9018267,-0.8291994,1,0,0,0,0,0,0,0,1
2012,0,3,1,0,0,0,1,0,0,0,-1.062848,-0.7780076,8.0,-0.884176,-0.8435822,1,0,0,0,0,0,0,0,1
2012,0,6,2,0,0,0,1,0,0,0,-1.062848,-0.7780076,8.0,-0.884176,-0.8435822,1,0,0,0,0,0,0,0,1
2012,1,3,1,0,0,0,1,0,0,0,-1.062848,-0.7780076,8.0,-0.884176,-0.8435822,1,0,0,0,0,0,0,0,1
2012,0,3,1,0,0,0,1,0,0,0,-1.062848,-0.7780076,8.0,-0.884176,-0.8435822,1,0,0,0,0,0,0,0,1
2012,1,3,1,0,0,0,1,0,0,0,-1.062848,-0.7780076,8.0,-0.884176,-0.8435822,1,0,0,0,0,0,0,0,1
2012,0,7,1,0,0,0,1,0,0,0,-1.062848,-0.7780076,8.0,-0.884176,-0.8435822,1,0,0,0,0,0,0,0,1
2013,0,6,3,0,0,0,1,0,1,1,-0.9561632,-0.7921309,8.0,-0.856865,-0.7994806,1,0,0,0,0,0,0,0,1
2013,1,7,4,0,0,0,1,0,1,0,-0.9561632,-0.7921309,8.0,-0.856865,-0.7994806,1,0,0,0,0,0,0,0,1
2013,0,3,1,0,0,0,1,0,0,0,-0.9561632,-0.7921309,8.0,-0.856865,-0.7994806,1,0,0,0,0,0,0,0,1
2013,0,5,3,0,0,0,1,0,0,0,-0.9561632,-0.7921309,8.0,-0.856865,-0.7994806,1,0,0,0,0,0,0,0,1
2013,0,2,1,0,0,0,0,0,0,1,-0.9561632,-0.7921309,8.0,-0.856865,-0.7994806,1,0,0,0,0,0,0,0,1
2013,1,2,1,0,0,0,1,0,0,0,-0.9561632,-0.7921309,8.0,-0.856865,-0.7994806,1,0,0,0,0,0,0,0,1
2013,0,2,1,0,0,0,1,0,0,0,-0.9561632,-0.7921309,8.0,-0.856865,-0.7994806,1,0,0,0,0,0,0,0,1
2013,1,4,2,0,0,0,1,0,0,1,-0.9561632,-0.7921309,8.0,-0.856865,-0.7994806,1,0,0,0,0,0,0,0,1
2014,1,3,1,0,0,0,0,1,0,0,-0.833827,-0.7555079,8.0,-0.7604407,-0.7160239,1,0,0,0,0,0,0,0,1
2014,1,3,1,0,0,0,1,0,0,0,-0.833827,-0.7555079,8.0,-0.7604407,-0.7160239,1,0,0,0,0,0,0,0,1
2014,1,3,1,0,0,0,1,0,0,0,-0.833827,-0.7555079,8.0,-0.7604407,-0.7160239,1,0,0,0,0,0,0,0,1
2014,1,7,69,0,0,0,0,0,1,0,-0.833827,-0.7555079,8.0,-0.7604407,-0.7160239,1,0,0,0,0,0,0,0,1
2014,1,7,125,0,0,0,0,0,1,0,-0.833827,-0.7555079,8.0,-0.7604407,-0.7160239,1,0,0,0,0,0,0,0,1
2014,1,7,1,0,0,0,0,0,1,0,-0.833827,-0.7555079,8.0,-0.7604407,-0.7160239,1,0,0,0,0,0,0,0,1
2014,1,3,1,0,0,1,0,0,0,0,-0.833827,-0.7555079,8.0,-0.7604407,-0.7160239,1,0,0,0,0,0,0,0,1
2015,0,2,1,0,0,0,1,0,0,0,-0.8108425,-0.667757,8.0,-0.766732,-0.7220664,1,0,0,0,0,0,0,0,1
2015,0,3,1,0,0,0,1,0,0,0,-0.8108425,-0.667757,8.0,-0.766732,-0.7220664,1,0,0,0,0,0,0,0,1
2015,1,3,1,0,0,1,0,0,0,0,-0.8108425,-0.667757,8.0,-0.766732,-0.7220664,1,0,0,0,0,0,0,0,1
2016,1,3,1,0,0,0,1,0,0,0,-0.8753213,-0.6534616,8.0,-0.8045743,-0.699441,1,0,0,0,0,0,0,0,1
2016,1,7,2,0,0,0,1,0,0,0,-0.8753213,-0.6534616,8.0,-0.8045743,-0.699441,1,0,0,0,0,0,0,0,1
2017,0,3,1,0,0,0,1,0,0,0,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2017,0,3,1,0,0,0,1,0,0,0,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2017,0,3,1,0,0,0,1,0,0,1,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2017,0,3,1,0,0,0,0,0,1,0,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2017,0,5,1,0,0,0,0,0,1,0,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2017,1,3,1,0,0,0,1,0,0,1,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2017,0,3,8,0,0,0,1,0,0,0,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2017,1,5,21,0,0,0,1,0,1,0,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2017,1,7,2,0,0,0,1,0,0,0,-0.779681,-0.596828,8.0,-0.7241798,-0.6934352,1,0,0,0,0,0,0,0,1
2018,1,2,1,0,0,0,1,0,0,1,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,0,6,6,0,0,0,1,0,0,1,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,0,2,1,0,0,0,1,0,0,0,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,0,7,1,0,0,0,1,0,0,1,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,0,5,1,0,0,0,1,0,0,1,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,0,5,1,0,0,0,1,0,0,1,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,0,2,1,0,0,0,1,0,0,0,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,0,7,9,0,0,0,1,0,0,0,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,0,2,1,0,0,0,1,0,0,0,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2018,1,3,3,0,0,0,1,0,0,0,-0.785426,-0.6311114,8.0,-0.6735412,-0.8190891,1,0,0,0,0,0,0,0,1
2019,1,3,1,0,0,0,0,0,0,1,-0.8666273,-0.6771356,7.0,-0.6674315,-0.8628094,1,0,0,0,0,0,0,0,1
2019,1,6,1,0,0,0,0,0,0,1,-0.8666273,-0.6771356,7.0,-0.6674315,-0.8628094,1,0,0,0,0,0,0,0,1
2019,0,2,1,0,0,0,1,0,0,0,-0.8666273,-0.6771356,7.0,-0.6674315,-0.8628094,1,0,0,0,0,0,0,0,1
2020,0,2,1,0,0,0,1,0,0,0,-0.8403147,-0.5459959,6.0,-0.6917597,-0.8801562,1,0,0,0,0,0,0,0,1
2020,0,2,1,0,0,0,1,0,0,0,-0.8403147,-0.5459959,6.0,-0.6917597,-0.8801562,1,0,0,0,0,0,0,0,1
2020,0,3,1,0,0,0,0,0,0,1,-0.8403147,-0.5459959,6.0,-0.6917597,-0.8801562,1,0,0,0,0,0,0,0,1
2020,0,3,1,0,0,0,0,0,0,1,-0.8403147,-0.5459959,6.0,-0.6917597,-0.8801562,1,0,0,0,0,0,0,0,1
2006,1,3,1,0,0,1,0,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,3,1,0,0,0,0,0,1,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,3,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,3,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,3,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,3,1,0,0,0,0,1,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,3,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,0,3,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,3,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,2,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,0,2,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,4,1,0,0,0,0,0,0,1,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,2,4,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2006,1,4,1,0,0,0,1,0,0,0,-1.434258,-0.8245271,7.0,-0.9039655,-0.4512365,1,0,0,0,0,0,0,0,1
2007,1,2,1,0,0,0,1,0,0,0,-1.056078,-0.7045036,7.0,-0.8267857,-0.5734999,1,0,0,0,0,0,0,0,1
2007,0,4,1,0,0,0,1,0,0,0,-1.056078,-0.7045036,7.0,-0.8267857,-0.5734999,1,0,0,0,0,0,0,0,1
2007,0,2,1,0,0,1,0,0,0,0,-1.056078,-0.7045036,7.0,-0.8267857,-0.5734999,1,0,0,0,0,0,0,0,1
2007,1,3,1,0,0,1,0,0,0,0,-1.056078,-0.7045036,7.0,-0.8267857,-0.5734999,1,0,0,0,0,0,0,0,1
2008,0,4,2,0,0,1,0,0,0,0,-1.034565,-0.7324244,7.0,-0.7501396,-0.442117,1,0,0,0,0,0,0,0,1
2008,0,3,1,0,0,1,0,0,0,0,-1.034565,-0.7324244,7.0,-0.7501396,-0.442117,1,0,0,0,0,0,0,0,1
2008,0,3,1,0,0,0,1,0,0,0,-1.034565,-0.7324244,7.0,-0.7501396,-0.442117,1,0,0,0,0,0,0,0,1
2008,1,3,1,0,0,0,1,0,0,0,-1.034565,-0.7324244,7.0,-0.7501396,-0.442117,1,0,0,0,0,0,0,0,1
2008,1,1,1,0,0,0,1,0,0,0,-1.034565,-0.7324244,7.0,-0.7501396,-0.442117,1,0,0,0,0,0,0,0,1
2008,1,3,2,0,0,0,1,0,0,0,-1.034565,-0.7324244,7.0,-0.7501396,-0.442117,1,0,0,0,0,0,0,0,1
2008,1,6,1,0,0,1,0,0,0,0,-1.034565,-0.7324244,7.0,-0.7501396,-0.442117,1,0,0,0,0,0,0,0,1
2009,0,3,2,0,0,0,1,0,0,0,-1.06978,-0.7912479,7.0,-0.7855526,-0.2890779,1,0,0,0,0,0,0,0,1
2009,1,3,1,0,0,0,1,0,0,0,-1.06978,-0.7912479,7.0,-0.7855526,-0.2890779,1,0,0,0,0,0,0,0,1
2010,1,4,1,0,0,0,1,0,0,0,-1.05741,-0.7356407,7.0,-0.8029216,-0.2680953,1,0,0,0,0,0,0,0,1
2010,1,2,1,0,0,0,1,0,0,0,-1.05741,-0.7356407,7.0,-0.8029216,-0.2680953,1,0,0,0,0,0,0,0,1
2010,1,2,1,0,1,0,0,0,0,0,-1.05741,-0.7356407,7.0,-0.8029216,-0.2680953,1,0,0,0,0,0,0,0,1
2010,1,3,1,0,0,0,1,0,0,0,-1.05741,-0.7356407,7.0,-0.8029216,-0.2680953,1,0,0,0,0,0,0,0,1
2011,1,4,1,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,2,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,2,1,0,0,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,7,1,0,0,1,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,1,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,1,0,0,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,4,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,1,1,0,0,1,0,1,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,2,0,0,1,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,2,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,2,1,0,0,1,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,1,0,0,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,2,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,4,1,0,0,1,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,0,0,1,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,4,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,1,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,1,3,0,0,0,1,1,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,1,1,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,2,1,0,0,0,1,0,0,1,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,4,2,0,0,1,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,4,1,0,0,1,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,4,1,0,0,1,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,3,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,0,1,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,4,1,0,0,1,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,3,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,2,0,0,0,1,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,1,1,1,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,4,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,0,0,0,1,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,3,0,0,0,1,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,4,1,0,0,0,0,1,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,2,1,0,0,0,0,1,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,4,0,0,0,1,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,2,3,0,0,1,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,2,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,4,1,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,3,1,0,0,0,1,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,4,1,0,0,0,0,0,1,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,0,5,7,0,0,0,1,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2011,1,3,1,0,0,1,0,0,0,0,-1.087299,-0.7552108,8.0,-0.7323931,-0.3150689,1,0,0,0,0,0,0,0,1
2012,0,1,1,0,0,0,1,0,0,0,-0.8498092,-0.804239,8.0,-0.9292567,-0.4019407,1,0,0,0,0,0,0,0,1
2012,1,1,2,0,0,1,1,0,0,0,-0.8498092,-0.804239,8.0,-0.9292567,-0.4019407,1,0,0,0,0,0,0,0,1
2012,0,4,2,1,0,0,1,0,0,0,-0.8498092,-0.804239,8.0,-0.9292567,-0.4019407,1,0,0,0,0,0,0,0,1
2012,1,4,1,0,0,0,1,0,0,0,-0.8498092,-0.804239,8.0,-0.9292567,-0.4019407,1,0,0,0,0,0,0,0,1
